state	year	spircons	unrate	perinc	emppop	beertax	sobapt	mormon	mlda	dry	yngdrv	vmiles	breath	jaild	comserd	allmort	mrall	allnite	mralln	allsvn	a1517	mra1517	a1517n	mra1517n	a1820	a1820n	mra1820	mra1820n	a2124	mra2124	a2124n	mra2124n	aidall	mraidall	pop	pop1517	pop1820	pop2124	miles	unus	epopus	gspch
4	1987	1.720000029	6.199999809	14241	60.21505737	0.3600000143	3.626899958	4.494420052	21	0	0.1687240005	9370.654297	0	1	1	937	0.000276728	172	5.07974e-005	87	50	0.00033557	16	0.000107382999	99	25	0.00061111	0.0001543209946	121	0.000570755	34	0.000160377	241.7799988	7.1406e-005	3385996.25	149000.2188	162000.2969	211999.9062	31729	6.199999809	61.5	0.06411132216
4	1988	1.679999948	6.300000191	14408.08496	60.49766541	0.3464870155	3.563999891	4.413990021	21	0	0.1610050052	9815.720703	0	1	1	944	0.000270565	136	3.89797e-005	67	54	0.000364865	14	9.459500143e-005	100	14	0.00063694	8.917199739e-005	116	0.00053211	31	0.000142202	238.2339935	6.8281e-005	3488995	147999.9375	157000.6562	218000.0469	34247	5.5	62.30000305	0.02656784281
5	1982	1.190000057	9.800000191	10267.30273	54.47585678	0.6503580213	22.96719933	0.3282899857	21	36.71279907	0.2049030066	7208.500488	0	0	0	550	0.000238405	102	4.42133e-005	64	36	0.000295082	5	4.09839995e-005	62	24	0.000511258	0.0001979062945	61	0.000388535	18	0.00011465	271.4590149	0.000117668	2306998.5	121999.9922	121269.5	157000.0156	16630	9.699999809	57.79999924	-0.03473382443
5	1983	1.200000048	10.10000038	10433.48633	53.81479263	0.6754587293	23.00090027	0.3434099853	21	36.43009949	0.1941689998	7175.916992	0	0	0	557	0.00023957	88	3.78495e-005	47	35	0.00029661	2	1.694899947e-005	65	19	0.0005385337	0.0001574175549	73	0.000459119	22	0.000138365	247.8569946	0.000106605	2324999	118000.0703	120698.1016	159000.1719	16684	9.600000381	57.90000153	0.04014439508
5	1984	1.220000029	8.899999619	10916.4834	54.67127991	0.598901093	23.0345993	0.3592399955	21	36.10400009	0.1863799989	7084.819824	0	0	0	525	0.000223785	81	3.45269e-005	48	34	0.000295652	2	1.739099935e-005	72	24	0.0005993537	0.0001997845684	67	0.00041358	18	0.000111111	182.7070007	7.788e-005	2346001.75	115000.0703	120129.3906	162000.0938	16621	7.5	59.50000381	0.08359731734
5	1985	1.120000005	8.699999809	11149.36426	54.97711945	0.5773305297	23.06839943	0.37579	21	35.90499878	0.1892919987	7253.917969	0	0	0	534	0.000226367	73	3.09453e-005	43	45	0.00039823	7	6.194700109e-005	56	13	0.0004683709	0.0001087289565	57	0.000354037	19	0.000118012	198.154007	8.3999e-005	2359001	113000.0234	119563.3672	161000.125	17112	7.199999809	60.10000229	0.004602178931
5	1986	0.9200000167	8.699999809	11399.38086	55.56186295	0.5624355078	23.10219955	0.393110007	21	39.56959915	0.1619569957	7468.999023	0	0	0	603	0.000254323	108	4.55504e-005	67	48	0.000417391	7	6.086999929e-005	66	22	0.0005546219	0.0001848739485	78	0.000537931	22	0.000151724	237.5169983	0.000100176	2371000.5	115000.0781	119000	145000.0156	17709	7	60.70000076	0.02976923622
5	1987	1.00999999	8.100000381	11537	56.33089447	0.5450000167	23.13610077	0.4112299979	21	39.28789902	0.164131999	7665.830566	0	0	0	639	0.000267588	110	4.60637e-005	61	58	0.0005	15	0.0001293100067	72	19	0.00061538	0.0001623930002	65	0.000457746	17	0.000119718	221.9049988	9.2925e-005	2387999.5	115999.9922	117000.875	142000.1406	18306	6.199999809	61.5	0.001930031227
5	1988	0.9900000095	7.699999809	11760.34668	57.36695099	0.5245428681	23.17000008	0.4301800132	21	39.28789902	0.1675409973	8024.625488	0	0	0	610	0.000254697	86	3.59081e-005	55	41	0.000359649	6	5.263200001e-005	61	16	0.00055455	0.0001454549929	69	0.000472603	21	0.000143836	208.8500061	8.7201e-005	2395002.75	114000.0312	109999.1016	145999.9219	19219	5.5	62.30000305	0.03373350576
6	1982	2.210000038	9.899999619	15797.13574	59.51593018	0.1073985696	1.723099947	1.678539991	21	0	0.1901959926	6858.676758	0	0	0	4615	0.000186194	944	3.8086e-005	553	241	0.000208297	61	5.272300041e-005	567	161	0.0004292189	0.0001218769612	758	0.000400423	249	0.000131537	1379.130005	5.5641e-005	24785976	1157001.75	1321004.375	1892998.125	169999	9.699999809	57.79999924	-0.01168602239
6	1983	2.150000095	9.699999809	15970.18359	59.25233459	0.1032110155	1.734699965	1.667919993	21	0	0.1835689992	7216.291504	0	0	0	4573	0.000180672	856	3.38193e-005	487	232	0.000206039	39	3.463599933e-005	513	141	0.000391644	0.0001076448316	702	0.000372216	206	0.000109226	1251.599976	4.9449e-005	25311062	1126000.5	1309863.125	1886001.75	182652	9.600000381	57.90000153	0.05303668231
6	1984	2.069999933	7.800000191	16590.10938	60.69825745	0.0989011005	1.746399999	1.657359958	21	0	0.174131006	7619.175781	0	0	0	5020	0.000194611	957	3.71002e-005	559	267	0.000241629	68	6.153799768e-005	593	177	0.0004565697	0.0001362779731	770	0.000410886	215	0.000114728	1421.819946	5.512e-005	25795048	1104999.875	1298815.875	1873999.125	196537	7.5	59.50000381	0.07246099412
6	1985	1.970000029	7.199999809	16985.16992	61.331707	0.0953389853	1.758200049	1.646870017	21	0	0.1678960025	7874.066895	0	0	0	4960	0.000188128	887	3.36431e-005	499	302	0.000273056	65	5.877000149e-005	545	139	0.0004231821	0.0001079308422	762	0.000410782	226	0.000121833	1243.920044	4.7181e-005	26365028	1106000.25	1287861.75	1854998.5	207600	7.199999809	60.10000229	0.04833050445
6	1986	1.850000024	6.699999809	17356.03711	62.00846863	0.0928792581	1.770099998	1.636440039	21	0	0.1643709987	8034.910156	0	0	0	5253	0.000194548	880	3.25914e-005	510	318	0.000271331	62	5.290099944e-005	571	141	0.0004471417	0.000110415036	757	0.00042841	185	0.000104697	1309.910034	4.8513e-005	27001048	1172000.25	1277000	1766998.875	216951	7	60.70000076	0.04668143019
6	1987	1.779999971	5.800000191	17846	63.07429504	0.0900000036	1.782099962	1.626080036	21	0	0.1606819928	8180.633301	0	0	0	5504	0.000198966	944	3.4125e-005	531	302	0.000259673	50	4.299200009e-005	601	137	0.00047397	0.0001080439979	717	0.00040878	199	0.000113455	1431.569946	5.175e-005	27663018	1163001.25	1268012.75	1753999.75	226301	6.199999809	61.5	0.0697363466
6	1988	1.720000029	5.300000191	18049.08594	63.78365707	0.0866217539	1.794100046	1.615779996	21	0	0.148683995	8531.990234	0	-999	-999	5390	0.000190365	936	3.30579e-005	541	246	0.000218279	48	4.259100024e-005	583	144	0.00047476	0.0001172639968	702	0.00039661	197	0.000111299	1246.709961	4.4032e-005	28314028	1126998	1227988.875	1770000.75	241575.0156	5.5	62.30000305	0.04902037978
8	1982	2.25	7.699999809	15082.33887	64.96673584	0.2147971392	2.299999952	1.823009968	21	0.113150999	0.2291480005	7742.841797	0	0	1	668	0.000217448	140	4.55729e-005	96	27	0.000188811	5	3.496499994e-005	91	36	0.00053543	0.0002118184784	100	0.000406504	35	0.000142276	219.75	7.1535e-005	3071998.75	143000.1406	169956.8438	246000.0469	23786	9.699999809	57.79999924	0.01204304863
8	1983	2.150000095	6.599999905	15131.88086	67.30021667	0.2064220309	2.299999952	1.834619999	21	0.09082199633	0.2076579928	7656.062988	1	0	1	646	0.000205144	146	4.63639e-005	92	44	0.000314286	12	8.571399667e-005	68	20	0.0004055538	0.0001192805212	98	0.000403292	30	0.000123457	217.3500061	6.9021e-005	3149007.5	139999.875	167671.9688	243000.1094	24109	9.600000381	57.90000153	0.02917939797
8	1984	2.150000095	5.599999905	15486.81348	68.66242218	0.1978022009	2.299999952	1.846310019	21	0.0758619979	0.1921550035	7707.852539	1	0	1	608	0.000190596	104	3.26019e-005	73	53	0.000386861	14	0.0001021900025	71	14	0.0004292162	8.46341718e-005	101	0.000422594	28	0.000117155	202.9400024	6.3618e-005	3189993.5	137000.1094	165417.8125	239000.0781	24588	7.5	59.50000381	0.05534724146
8	1985	2.049999952	5.900000095	15569.91504	67.85414886	0.1906779706	2.299999952	1.858080029	21	0.07489900291	0.192028001	8092.209473	1	0	1	579	0.000179201	96	2.97122e-005	63	35	0.000255474	7	5.109500125e-005	58	16	0.0003554053	9.804284491e-005	100	0.000429185	28	0.000120172	186.7299957	5.7793e-005	3231008.75	137000.2344	163193.9531	232999.7656	26146	7.199999809	60.10000229	0.02430764772
8	1986	1.809999943	7.400000095	15616.09863	64.98344421	0.1857585162	2.299999952	1.869910002	21	0.07409700006	0.1921000034	8131.374512	1	0	1	603	0.00018463	116	3.55175e-005	75	50	0.000340136	9	6.122399645e-005	76	18	0.0004720497	0.0001118012442	101	0.000457014	37	0.000167421	175.3699951	5.3696e-005	3265991.5	147000.0156	161000	220999.7969	26557	7	60.70000076	0.01652609557
8	1987	1.779999971	7.699999809	15605	64.21829987	0.1800000072	2.299999952	1.881829977	21	0.05807000026	0.1929990053	8182.027832	1	0	1	591	0.000179308	90	2.73058e-005	64	42	0.000291667	7	4.861100024e-005	54	16	0.00034395	0.0001019109986	59	0.000273148	16	7.4074e-005	140.2599945	4.2553e-005	3296004.5	143999.8281	156999.5625	216000.1094	26968	6.199999809	61.5	-0.02358230948
8	1988	1.74000001	6.400000095	15845.04297	65.30445099	0.1732435077	2.299999952	1.893820047	21	0.05807000026	0.1802600026	8380.768555	1	0	1	497	0.00015056	93	2.81733e-005	66	33	0.000242647	6	4.411799819e-005	44	16	0.0002953	0.000107382999	69	0.000330144	23	0.000110048	132.9499969	4.0277e-005	3301009.75	136000.0312	149001.0156	208999.7188	27664.99805	5.5	62.30000305	0.008626045659
9	1982	2.420000076	6.900000095	17255.36914	61.72941971	0.2243436724	0.1000000015	0.2333099991	18.5	0.2270549983	0.1928409934	6440.053711	0	0	0	515	0.000164695	158	5.05277e-005	90	39	0.000229412	8	4.705899846e-005	86	35	0.0005298825	0.0002156498522	96	0.000444444	42	0.000194444	195.1100006	6.2395e-005	3126992.5	169999.8281	162300.1406	216000.2031	20138	9.699999809	57.79999924	-0.002988006221
9	1983	2.460000038	6	17744.26562	62.29440689	0.2335630804	0.1000000015	0.2519800067	19.25	0.08280300349	0.1893499941	6570.042969	0	0	0	438	0.00013949	118	3.75796e-005	85	29	0.000176829	11	6.707300054e-005	61	28	0.0003801962	0.0001745162735	87	0.000402778	31	0.000143519	171.2200012	5.4528e-005	3140010	164000.25	160443.4844	215999.875	20630	9.600000381	57.90000153	0.07362632453
9	1984	2.410000086	4.599999905	18760.43945	65.03468323	0.248010993	0.1000000015	0.2721599936	20	0.08063399792	0.1818570048	6680.192871	0	0	0	469	0.000148653	126	3.99366e-005	85	32	0.000201258	6	3.77360011e-005	65	25	0.0004098152	0.000157621238	81	0.000375	30	0.000138889	171.6999969	5.442e-005	3154998.75	158999.8906	158608.0781	216000	21076	7.5	59.50000381	0.07782000303
9	1985	2.410000086	4.900000095	19312.5	65.91092682	0.2390784025	0.1000000015	0.2939499915	20.32999992	0.08015099913	0.1789470017	6979.214844	0	1	1	448	0.000141147	103	3.24512e-005	71	35	0.000225806	1	6.45199998e-006	53	15	0.0003380239	9.566713561e-005	64	0.000296296	24	0.000111111	150.75	4.7495e-005	3173996	155000.3125	156793.6562	216000.2188	22152	7.199999809	60.10000229	0.05058449134
9	1986	2.309999943	3.799999952	20152.73438	67.24276733	0.2329102308	0.1000000015	0.3174799979	21	0.07986199856	0.1716690063	7661.744629	0	1	1	450	0.000140933	114	3.57031e-005	63	37	0.000243421	11	7.236799865e-005	56	14	0.0003612903	9.032258095e-005	63	0.000315	26	0.00013	145.75	4.5648e-005	3193006.5	152000.0312	155000	200000	24464	7	60.70000076	0.06369065493
9	1987	2.25	3.299999952	21192	67.63767242	0.2256900072	0.1000000015	0.342900008	21	0.08097200096	0.166008994	8338.53418	0	1	1	449	0.000139832	102	3.17658e-005	61	31	0.000212329	3	2.054799916e-005	42	11	0.00028	7.333300164e-005	69	0.00035567	30	0.000154639	165.5099945	5.1543e-005	3210996	145999.8438	150000	194000.0625	26775	6.199999809	61.5	0.0757368803
9	1988	2.150000095	3	22193.45508	67.06396484	0.2172184885	0.1000000015	0.3703500032	21	0.08097200096	0.1570679992	8061.235352	0	1	1	484	0.000149706	93	2.87659e-005	62	40	0.000294118	7	5.147100092e-005	57	17	0.0003986	0.0001188809983	76	0.000376238	32	0.000158416	135.4199982	4.1887e-005	3233003.25	135999.8281	143000.5	201999.7969	26062	5.5	62.30000305	0.05121142417
10	1982	2.589999914	8.5	14263.72363	60.3104248	0.1730310172	0.6999999881	0.200000003	20	0	0.2055429965	7651.653809	1	0	0	122	0.000203333	34	5.66667e-005	23	5	0.00016129	2	6.451600348e-005	24	9	0.0006526546	0.0002447454608	23	0.000479167	14	0.000291667	45.65000153	7.6087e-005	600001	31000.0625	36772.89844	47999.96484	4591	9.699999809	57.79999924	0.00796853099
10	1983	2.630000114	8.100000381	14500	59.86841965	0.1662843972	0.6999999881	0.200000003	20	0	0.1994830072	8062.699707	1	0	0	110	0.000181518	26	4.29043e-005	14	8	0.000266667	2	6.66670021e-005	9	3	0.0002495898	8.319660992e-005	18	0.000375	7	0.000145833	33	5.4455e-005	606000.5	29999.96289	36059.16406	48000	4886	9.600000381	57.90000153	0.05671128258
10	1984	2.569999933	6.199999809	14925.27441	62.41901016	0.1593406498	0.6999999881	0.200000003	21	0	0.1931820065	8368.0625	1	0	0	130	0.000211726	28	4.56026e-005	16	8	0.000275862	0	0	15	3	0.0004242168	8.484335558e-005	17	0.000361702	8	0.000170213	28.68000031	4.6704e-005	614001.125	29000.00781	35359.27734	47000.01562	5138	7.5	59.50000381	0.05236122385
10	1985	2.549999952	5.300000191	15408.89844	63.55932236	0.1536016911	0.6999999881	0.200000003	21	0	0.1833419949	8625.424805	1	0	0	104	0.000167203	21	3.37621e-005	12	7	0.00025	2	7.142899995e-005	10	2	0.000288409	5.768180563e-005	21	0.000446809	3	6.383e-005	38.88000107	6.251e-005	621998.375	27999.99805	34672.97656	46999.94922	5365	7.199999809	60.10000229	0.0378007479
10	1986	2.420000076	4.300000191	15822.49707	64.58332825	0.1496388018	0.6999999881	0.200000003	21	0	0.1776169986	9045.817383	1	0	0	136	0.00021485	33	5.21327e-005	20	10	0.000344828	5	0.000172414002	18	6	0.0005294118	0.0001764705812	22	0.000536585	8	0.000195122	45.54999924	7.1957e-005	632999.75	28999.96484	34000	41000.02734	5726	7	60.70000076	0.03994049132
10	1987	2.369999886	3.200000048	16407	65.5102005	0.1449999958	0.6999999881	0.200000003	21	0	0.169046998	9450.307617	1	0	0	146	0.000226708	27	4.19255e-005	16	9	0.000310345	3	0.000103448001	9	1	0.00026471	2.9412e-005	24	0.000585366	10	0.000243902	41.84000015	6.4968e-005	644000.1875	28999.98438	33999.47266	40999.99219	6086	6.199999809	61.5	0.0614631176
10	1988	2.319999933	3.200000048	16998.07422	67.59999847	0.1395572573	0.6999999881	0.200000003	21	0	0.158750996	9703.020508	1	0	0	160	0.000242424	32	4.84848e-005	18	9	0.000321429	1	3.571400157e-005	19	2	0.00063333	6.66670021e-005	20	0.000444444	7	0.000155556	42.84000015	6.4913e-005	660000.6875	27999.96289	30000.15625	45000.04297	6404	5.5	62.30000305	0.0714475438
12	1982	2.50999999	8.199999809	13502.38672	53.4878006	1.073985696	9.152600288	0.400000006	19	0	0.181475997	7587.129883	1	0	1	2653	0.000253197	587	5.60221e-005	282	148	0.000310273	35	7.337499846e-005	259	86	0.0005263068	0.0001747582282	350	0.000508721	123	0.000178779	810.7600098	7.7377e-005	10478007	476999.2812	492108.4062	687999.9375	79498	9.699999809	57.79999924	0.005385396536
12	1983	2.460000038	8.600000381	13924.31152	53.72707748	1.170412779	8.936699867	0.400000006	19	0	0.1779450029	7604.254395	1	0	1	2686	0.000249768	562	5.22596e-005	291	132	0.000282655	30	6.42399973e-005	274	92	0.0005510305	0.0001850175322	317	0.000452211	110	0.000156919	963.9000244	8.9632e-005	10753980	467000.4062	497250.1562	701000.1875	81776	9.600000381	57.90000153	0.07708479464
12	1984	2.349999905	6.300000191	14307.69238	55.6210289	1.186813235	8.725999832	0.400000006	19	0	0.1787199974	7735.304688	1	0	1	2814	0.000254661	566	5.12217e-005	311	150	0.000326797	29	6.31810035e-005	270	88	0.0005373716	0.0001751433301	344	0.000482468	129	0.000180926	744.3800049	6.7365e-005	11049985	459000.5625	502445.6562	713000.6875	85475	7.5	59.50000381	0.08084242046
12	1985	2.269999981	6	14760.59277	56.36853409	1.144067883	8.520199776	0.400000006	20	0	0.1700720042	7747.311035	1	0	1	2832	0.000249164	490	4.3111e-005	254	146	0.000319475	24	5.251599941e-005	239	79	0.0004707547	0.0001556051138	341	0.00047427	101	0.000140473	690.2000122	6.0725e-005	11366008	456999.7812	507695.375	718999.75	88056	7.199999809	60.10000229	0.05928941071
12	1986	2.24000001	5.699999809	15102.16699	57.44054413	1.114551187	8.319299698	0.400000006	21	0	0.1625549942	7768.755859	1	0	1	2830	0.000242004	530	4.53224e-005	296	173	0.000364211	39	8.2104998e-005	263	92	0.0005126706	0.0001793372357	347	0.000517139	94	0.000140089	806.8400269	6.8996e-005	11694022	474999.375	513000	670999.5	90848	7	60.70000076	0.05356958881
12	1987	2.170000076	5.300000191	15584	58.94334793	1.080000043	8.123100281	0.400000006	21	0	0.1612579972	7788.330566	1	0	1	2839	0.000236131	493	4.10047e-005	262	166	0.000343685	32	6.625300011e-005	227	75	0.0004425	0.0001461990032	326	0.000486567	94	0.000140299	778.9699707	6.479e-005	12022987	483000.4062	512994.3438	670000.25	93639	6.199999809	61.5	0.06253114343
12	1988	2.079999924	5	15979.78809	59.7909317	1.039461017	7.931600094	0.400000006	21	0	0.1575630009	8538.230469	1	0	1	3078	0.000249534	573	4.64532e-005	315	184	0.000385744	42	8.805000107e-005	278	73	0.00056504	0.0001483740052	382	0.000546495	145	0.000207439	794.75	6.443e-005	12334992	477000.2812	492000.5938	698999.9375	105319.0078	5.5	62.30000305	0.05075214431
13	1982	1.940000057	7.800000191	11774.46289	60.07344055	2.720763683	24.65609932	0.4264099896	19	0.498939991	0.2102639973	8623.444336	0	0	0	1229	0.000217484	225	3.9816e-005	132	90	0.000296053	16	5.263200001e-005	131	41	0.0004045012	0.0001265996252	161	0.000382423	59	0.000140143	443.230011	7.8434e-005	5650990.5	303999.625	323855.625	420999.7812	48731.00391	9.699999809	57.79999924	0.00609816052
13	1983	1.99000001	7.5	12237.38574	59.85541916	2.61467886	24.38850021	0.4402599931	19	0.499909997	0.2069810033	8518.589844	0	0	0	1296	0.00022606	217	3.7851e-005	134	97	0.000326599	19	6.397299876e-005	141	45	0.0004349954	0.0001388283272	160	0.000374707	41	9.6019e-005	389.5	6.794e-005	5732991	297000.3125	324141.3438	427000.3125	48837	9.600000381	57.90000153	0.07903739065
13	1984	1.970000029	6	12957.14258	61.21197891	2.505494356	24.12389946	0.4545600116	19	0.4501900077	0.2053319961	8641.914062	0	0	0	1410	0.000241356	252	4.31359e-005	146	124	0.000423208	31	0.0001058019989	167	47	0.0005147532	0.0001448706607	168	0.000387991	48	0.000110855	436.75	7.4761e-005	5841993	293000.125	324427.3125	432999.75	50486	7.5	59.50000381	0.1020049378
13	1985	1.929999948	6.5	13364.40723	61.65137863	2.415254116	23.8621006	0.4693199992	19.25	0.4331699908	0.1949280053	8988.107422	0	0	0	1361	0.000227744	198	3.31325e-005	124	95	0.000323129	16	5.442199836e-005	151	37	0.0004650253	0.0001139465894	163	0.000371298	38	8.656e-005	400.1300049	6.6956e-005	5976008	294000.2188	324713.5312	439000.4688	53713	7.199999809	60.10000229	0.05240559205
13	1986	1.769999981	5.900000095	13891.64062	63.30336761	2.352941036	23.60320091	0.4845699966	20.25	0.4245899916	0.1888689995	9344.767578	0	0	0	1530	0.00025082	263	4.31148e-005	165	119	0.000382637	22	7.074000314e-005	153	41	0.0004707692	0.0001261538418	183	0.000444175	49	0.000118932	463.1300049	7.5923e-005	6099991.5	310999.7188	325000	411999.7812	57003.00391	7	60.70000076	0.06529509276
13	1987	1.75	5.5	14306	63.32088852	2.279999971	23.3470993	0.5002999902	21	0.2072799951	0.1843290031	9690.28125	0	0	0	1599	0.000256991	264	4.24301e-005	164	113	0.00035873	13	4.12699992e-005	134	29	0.00041358	8.950600022e-005	190	0.000462287	49	0.000119221	470.4299927	7.5607e-005	6222007.5	315000.125	324000.1875	411000.0938	60293.00391	6.199999809	61.5	0.0648059696
13	1988	1.720000029	5.800000191	14687.19922	64.0638504	2.194417715	23.09379959	0.5165600181	21	0.2072799951	0.1748829931	9817.395508	0	0	0	1653	0.000260643	272	4.28887e-005	171	125	0.000400641	15	4.807699952e-005	171	49	0.000557	0.0001596090005	170	0.0004	49	0.000115294	484.8800049	7.6455e-005	6342008	312000.0312	307001.8125	425000	62262	5.5	62.30000305	0.04432155937
16	1982	1.389999986	9.800000191	11078.75879	58.8235321	0.4027446508	1.023689985	25.15749931	19	0	0.2337860018	8033.751953	0	0	0	256	0.000261759	47	4.80573e-005	24	29	0.000604167	4	8.333299775e-005	38	10	0.0007273012	0.0001913950546	32	0.000463768	13	0.000188406	76.79000092	7.8521e-005	977998.8125	47999.97266	52247.95703	69000.01562	7857	9.699999809	57.79999924	-0.05412030965
16	1983	1.299999952	9.800000191	11346.33008	59.85507202	0.3870413005	1.035740018	24.98789978	19	0	0.2285510004	8387.641602	0	0	0	263	0.000266194	44	4.45344e-005	31	15	0.000319149	4	8.51060031e-005	38	12	0.0007353416	0.0002322131331	36	0.000521739	6	8.6957e-005	88.27999878	8.9348e-005	988001.25	46999.99219	51676.66406	69000.01562	8287	9.600000381	57.90000153	0.04520799965
16	1984	1.279999971	7.199999809	11386.81348	61.3733902	0.3708791137	1.047940016	24.81959915	19	0	0.2182359993	7775.768066	0	0	0	242	0.000242242	34	3.4034e-005	22	24	0.000510638	2	4.255300155e-005	26	8	0.0005086906	0.0001565201819	33	0.000485294	7	0.000102941	79.66000366	7.9735e-005	999001	47000.02734	51111.61719	68000.01562	7768	7.5	59.50000381	0.03872868046
16	1985	1.179999948	7.900000095	11459.74609	61.28571701	0.3575212061	1.060279965	24.65229988	19	0	0.2126059979	7671.631836	0	0	0	255	0.000253731	53	5.27363e-005	34	17	0.000361702	7	0.0001489360002	38	13	0.00075169	0.0002571571094	27	0.000415385	9	0.000138462	73.65000153	7.3284e-005	1005001.312	47000.01562	50552.75391	64999.94141	7710	7.199999809	60.10000229	0.02104293182
